Item_MajorTotem_shop_categories,"Filter_Strength,Filter_Agility,Filter_Intelligence"
Item_ManaBattery_name,
Item_ManaBattery_description,
Item_ManaBattery_description_simple,
Item_ManaBattery_search_terms,
Item_ManaBattery_IMPACT_effect,
Item_ManaBattery_shop_categories,
State_ManaBattery_FRAME_effect,
Gadget_Item_ManaEye_name,
Item_ManaEye_name,
Item_ManaEye_description,
Item_ManaEye_description_simple,
Item_ManaEye_search_terms,
Item_ManaEye_effect_header,Эффект(-ы) Ward of Revelation
Item_ManaEye_shop_flavor,
Item_ManaEye_shop_categories,
Item_ManaEye_IMPACT_effect,
Item_ManaPotion_name,
Item_ManaPotion_description,
Item_ManaPotion_description_simple,
Item_ManaPotion_search_terms,
Item_ManaPotion_effect_header,Эффект(-ы) Mana Potion
Item_ManaPotion_shop_flavor,
Item_ManaPotion_shop_categories,
Item_ManaPotion_IMPACT_effect,
State_ManaPotion_name,
State_ManaPotion_FRAME_effect,
Item_Manatube_name,Manatube
Item_Manatube_description,
Item_Manatube_description_simple,100% регенерации маны
Item_Manatube_search_terms,"manatube,voidstone,tube,mpregen,mpregeneration,manaregen,manaregeneration,regen,regeneration,mana,mt,vs,100r,100m,100регенерация,100мпреген,регенерация,мпреген"
Item_Manatube_effect_header,Эффект(-ы) Manatube
Item_Manatube_shop_flavor,"Manatube - специальное приспособление для восполнения магической мощи владельца. Она передаёт носителю силу, которую черпает из энергетических потоков Новоземья, тем самым ускоряя восстановление запаса маны."
Item_Manatube_shop_categories,Filter_Regeneration
Item_PerpetualCogwheel_name,Perpetual Cogwheel
Item_PerpetualCogwheel_description,
Item_PerpetualCogwheel_description_simple,150% регенерации маны
Item_PerpetualCogwheel_search_terms,"perpetual,voidstone,cogwheel,mpregen,mpregeneration,manaregen,manaregeneration,regen,regeneration,mana,pc,perp,wheel,cog,150мпреген,150регенерация,мпреген,регенерация"
Item_PerpetualCogwheel_effect_header,Эффект(-ы) Perpetual Cogwheel
Item_PerpetualCogwheel_shop_flavor,
Item_PerpetualCogwheel_shop_categories,Filter_Regeneration
Item_Marchers_name,Marchers
Item_Marchers_description,
Item_Marchers_description2,"Предмет содержит пассивный бонус ^yскорости передвижения^*, который не складывается с этим же предметом или другими ботинками."
Item_Marchers_description_simple,^oМодификатор скорости передвижения^*\n45 скорости передвижения
Item_Marchers_search_terms,"marchers,marcher,boots,boot,bootsofspeed,bootofspeed,speedboots,speedboot,movespeed,ms,speed,bos,mobility,50m,ботинки,боты,башмаки,мувспид,скоростьпередвижения,передвижение,мобильность,45мс,45скоростьпередвижения"
Item_Marchers_effect_header,Эффект(-ы) Marchers
Item_Marchers_shop_flavor,"Эти сапоги придумал один изобретатель, который знал о мире, в основном, из книг. Он создал Marchers в целях борьбы с усталостью солдат на марше. Когда новинка поступила в армию, военные стали гораздо быстрее двигаться и куда громче проклинать учёных, ведь теперь им просто приказывали совершать более длинные переходы."
Item_Marchers_shop_categories,"Filter_Mobility,Filter_Modifier"
Item_MarkOfTheNovice_name,Mark of the Novice
Item_MarkOfTheNovice_description,
Item_MarkOfTheNovice_description_simple,^7793 интеллекта^*
Item_MarkOfTheNovice_search_terms,"markofthenovice,markofnovice,novice,mark,mantleofintelligence,mantle,3int,3intelligence,3i,intelligence,int,motn,moi,3интеллекта,3интелекта,интеллект,интелект"
Item_MarkOfTheNovice_effect_header,Эффект(-ы) Mark of the Novice
Item_MarkOfTheNovice_shop_flavor,"Десятилетиями таинственные странствующие волшебники и кудесники подвешивали Mark of the Novice над кроватками тех детей, которым было предначертано посвятить жизнь изучению магии -- этой природной материи, которая далека от простого люда. Сами по себе эти висюльки бестолковы, но их странная форма порождает привычку напрягать извилины, подталкивая на путь к обретению мощи."
Item_MarkOfTheNovice_shop_categories,Filter_Intelligence
Item_MightyBlade_name,Mighty Blade
Item_MightyBlade_description,
Item_MightyBlade_description_simple,^97710 силы^*
Item_MightyBlade_search_terms,"mightyblade,mightblade,ogreaxe,ogre,10str,10strength,10s,strength,str,mb,oa,10стр,10сила,10силы,стр,сила"
Item_MightyBlade_effect_header,Эффект(-ы) Mighty Blade
Item_MightyBlade_shop_flavor,"Mighty Blade -- это мастерски изготовленное древковое оружие, основное предназначение которого -- увеличивать силу владельцев."
Item_MightyBlade_shop_categories,Filter_Strength
Item_MinorTotem_name,Minor Totem
Item_MinorTotem_description,
Item_MinorTotem_description_simple,^9771 силы^*\n^7971 ловкости^*\n^7791 интеллекта^*
Item_MinorTotem_search_terms,"minortotem,minor,ironwoodbranch,ironwood,branch,ggbranch,totem,strength,str,agility,agi,intelligence,int,totem,mt,ib,iwb,1s,1a,1стр,1аги,1силы,1сила,1ловкость,1ловкости,1интеллекта,1интелекта,стр,аги,сила,ловкость,интеллект,интелект,1статы,1всестаты,1всемстатам,статы,всестаты,всемстатам"
Item_MinorTotem_effect_header,Эффект(-ы) Minor Totem
Item_MinorTotem_shop_flavor,"Звери создают Minor Totem для почитания младших лесных духов. Minor Totem придает уверенности в себе, немного увеличивая все характеристики."
Item_MinorTotem_shop_categories,"Filter_Strength,Filter_Agility,Filter_Intelligence"
Item_MysticVestments_name,
Item_MysticVestments_description,
Item_MysticVestments_description2,
Item_MysticVestments_description_simple,
Item_MysticVestments_search_terms,
Item_MysticVestments_effect_header,Эффект(-ы) Mystic Vestments
Item_MysticVestments_shop_flavor,
Item_MysticVestments_shop_categories,
Item_NeophytesBook_name,Neophyte's Book
Item_NeophytesBook_description,
Item_NeophytesBook_description_simple,^77910 интеллекта^*
Item_NeophytesBook_search_terms,"neophytebook,neophytesbook,neophyte,book,10int,10intelligence,staffofwizardry,staffofwizard,sow,intelligence,int,nb,sow,10интеллекта,10интелекта,интеллект,интелект"
Item_NeophytesBook_effect_header,Эффект(-ы) Neophyte's Book
Item_NeophytesBook_shop_flavor,"В каждой Neophyte's Book хватает семейных рецептов и полезных ритуалов, а заковыристым, но внушительно звучащим высказываниям и вовсе нет числа. Подобные книги -- собрание сведений, которые могут дать пищу уму, но часто вырабатывают привычку не говорить, а излагать мысли высокопарным слогом."
Item_NeophytesBook_shop_categories,Filter_Intelligence
Item_LuminousPrism_name,Luminous Prism
Item_LuminousPrism_description,
Item_LuminousPrism_description_simple,^77915 интеллекта^*
Item_LuminousPrism_search_terms,"15int,15intelligence,luminousprism,prism,lp,intelligence,int,lum"
Item_LuminousPrism_effect_header,Эффект(-ы) Luminous Prism
Item_LuminousPrism_shop_flavor,
Item_LuminousPrism_shop_categories,Filter_Intelligence
Item_NomesWisdom_name,
Item_NomesWisdom_description,
Item_NomesWisdom_description2,
Item_NomesWisdom_description_simple,
Item_NomesWisdom_search_terms,
Item_NomesWisdom_effect_header,Эффект(-ы) Nome's Wisdom
Item_NomesWisdom_shop_flavor,
Item_NomesWisdom_shop_categories,
State_Nome_name,
State_Nome_FRAME_effect,
State_Nomes_Shield_name,
State_Nomes_Shield_description,
Item_Platemail_name,Platemail
Item_Platemail_description,
Item_Platemail_description_simple,10 брони
Item_Platemail_search_terms,"platemail,plate,mail,armor,pm,10a,10броня,10брони,10армора,броня,армор"
Item_Platemail_effect_header,Эффект(-ы) Platemail
Item_Platemail_shop_flavor,"Прекрасный образец ремесленного мастерства и желанное приобретение для любого воина, который может позволить себе такую защиту. Platemail - венец развития обычных доспехов."
